time,V(n001),V(3),V(n008),V(2),V(n009),V(n011),V(n010),V(n013),V(n016),V(n018),V(n019),V(7),V(4),V(n002),V(n003),V(n014),V(n020),V(n004),V(n007),V(n015),V(n017),V(n005),V(n012),V(6),V(n006),Ic(Q19),Ib(Q19),Ie(Q19),Ic(Q11),Ib(Q11),Ie(Q11),Ic(Q10),Ib(Q10),Ie(Q10),Ic(Q9),Ib(Q9),Ie(Q9),Ic(Q4),Ib(Q4),Ie(Q4),Ic(Q6),Ib(Q6),Ie(Q6),Ic(Q5),Ib(Q5),Ie(Q5),Ic(Q20),Ib(Q20),Ie(Q20),Ic(Q18),Ib(Q18),Ie(Q18),Ic(Q17),Ib(Q17),Ie(Q17),Ic(Q16),Ib(Q16),Ie(Q16),Ic(Q15),Ib(Q15),Ie(Q15),Ic(Q14),Ib(Q14),Ie(Q14),Ic(Q13),Ib(Q13),Ie(Q13),Ic(Q12),Ib(Q12),Ie(Q12),Ic(Q3),Ib(Q3),Ie(Q3),Ic(Q8),Ib(Q8),Ie(Q8),Ic(Q7),Ib(Q7),Ie(Q7),Ic(Q2),Ib(Q2),Ie(Q2),Ic(Q1),Ib(Q1),Ie(Q1),I(C1),I(R14),I(R13),I(R12),I(R11),I(R10),I(R9),I(R8),I(R7),I(R6),I(R5),I(R4),I(R3),I(R2),I(R1),I(V3),I(V2),I(V1)
0.001348413006,14.32891,0.81333476,0.1600786,0.82010996,0.16346991,-13.527182,-0.49242297,-13.67643,-14.338896,-14.991031,-14.991031,15,-15,14.22915,9.814692,-14.231234,-14.903287,9.337349,8.575647,-14.201582,-14.967258,9.042555,9.02205,9.02205,0.8148377,1.57E-08,-1.90E-08,3.35E-09,-0.0006759148,-2.70E-05,0.00070291874,-0.0006757207,-2.70E-05,0.00070274953,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-9.00E-06,-3.62E-07,9.37E-06,-1.03E-05,-4.13E-07,1.07E-05,-4.97E-11,4.51E-12,4.52E-11,0.000813698,6.50E-06,-0.0008201974,2.28E-12,-1.21E-12,-1.07E-12,2.10E-05,1.74E-07,-2.12E-05,0.00064962544,5.20E-06,-0.00065482885,0.00056452747,4.52E-06,-0.0005690437,1.92E-05,1.54E-07,-1.93E-05,0.0007238088,5.79E-06,-0.00072959927,1.33E-05,1.06E-07,-1.34E-05,8.90E-06,7.12E-08,-8.97E-06,8.90E-06,7.12E-08,-8.97E-06,1.06E-05,8.40E-08,-1.07E-05,9.29E-06,7.36E-08,-9.37E-06,-1.19E-06,-7.36E-08,0.0007297534,0.00082010997,0.000820194,3.35E-09,0.0008201974,0.00010607632,-0.000101560094,0.0006548289,1.60E-05,1.93E-05,8.97E-06,1.32E-05,8.97E-06,-7.36E-08,-0.0022709202,0.0014508838
0.001358178631,14.328911,0.7762942,0.12318857,0.7836296,0.1268603,-13.527138,-0.52916217,-13.676645,-14.339102,-14.991083,-14.991083,15,-15,14.22915,9.411174,-14.231234,-14.903287,8.933804,8.172083,-14.201544,-14.967237,8.640362,8.6207695,8.6207695,0.7777573,1.71E-08,-2.08E-08,3.66E-09,-0.00067592785,-2.70E-05,0.0007029303,-0.0006757221,-2.70E-05,0.000702751,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.95E-06,-3.60E-07,9.31E-06,-1.03E-05,-4.15E-07,1.07E-05,-5.63E-11,7.28E-12,4.90E-11,0.0007775085,6.21E-06,-0.0007837177,2.32E-12,-1.20E-12,-1.11E-12,2.10E-05,1.75E-07,-2.12E-05,0.00065002934,5.21E-06,-0.00065523654,0.00056492764,4.52E-06,-0.00056944706,1.92E-05,1.54E-07,-1.93E-05,0.0007238088,5.79E-06,-0.00072959915,1.33E-05,1.06E-07,-1.34E-05,8.85E-06,7.07E-08,-8.92E-06,8.85E-06,7.08E-08,-8.92E-06,1.06E-05,8.44E-08,-1.07E-05,9.24E-06,7.31E-08,-9.31E-06,-1.29E-06,-7.31E-08,0.0007297534,0.0007836296,0.000783714,3.66E-09,0.0007837177,0.000106082174,-0.00010156275,0.0006552366,1.60E-05,1.93E-05,8.92E-06,1.32E-05,8.92E-06,-7.31E-08,-0.0022347376,0.0014511811
0.001367944256,14.328912,0.7363287,0.08336757,0.7441988,0.08730692,-13.527091,-0.56883854,-13.676851,-14.339299,-14.991134,-14.991134,15,-15,14.22915,8.9749565,-14.231234,-14.903287,8.49756,7.7358184,-14.201504,-14.9672165,8.205642,8.187035,8.187035,0.7377496,1.85E-08,-2.25E-08,4.04E-09,-0.00067593926,-2.70E-05,0.00070294045,-0.0006757233,-2.70E-05,0.0007027522,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.90E-06,-3.59E-07,9.26E-06,-1.04E-05,-4.17E-07,1.08E-05,-6.36E-11,1.08E-11,5.27E-11,0.00073839194,5.90E-06,-0.0007442877,2.35E-12,-1.19E-12,-1.16E-12,2.10E-05,1.76E-07,-2.12E-05,0.00065044995,5.21E-06,-0.0006556611,0.0005653445,4.52E-06,-0.0005698673,1.92E-05,1.54E-07,-1.93E-05,0.00072380865,5.79E-06,-0.00072959915,1.32E-05,1.06E-07,-1.34E-05,8.80E-06,7.03E-08,-8.87E-06,8.80E-06,7.04E-08,-8.87E-06,1.07E-05,8.47E-08,-1.08E-05,9.19E-06,7.27E-08,-9.26E-06,-1.39E-06,-7.27E-08,0.0007297534,0.0007441988,0.00074428355,4.04E-09,0.0007442876,0.00010608828,-0.00010156552,0.0006556611,1.60E-05,1.93E-05,8.87E-06,1.32E-05,8.87E-06,-7.27E-08,-0.0021956267,0.0014515005
0.001377709881,14.328912,0.693589,0.040765394,0.7019661,0.04495854,-13.527043,-0.6113029,-13.677047,-14.339486,-14.991181,-14.991181,15,-15,14.22915,8.507661,-14.231234,-14.903287,8.030235,7.2684717,-14.201463,-14.967195,7.7400293,7.722478,7.722478,0.6949652,1.97E-08,-2.42E-08,4.50E-09,-0.00067594915,-2.70E-05,0.00070294924,-0.00067572435,-2.70E-05,0.0007027533,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.85E-06,-3.57E-07,9.21E-06,-1.04E-05,-4.19E-07,1.08E-05,-7.16E-11,1.54E-11,5.62E-11,0.0006964957,5.56E-06,-0.00070205575,2.38E-12,-1.18E-12,-1.19E-12,2.10E-05,1.76E-07,-2.12E-05,0.0006508858,5.22E-06,-0.00065610104,0.0005657767,4.53E-06,-0.0005703029,1.92E-05,1.54E-07,-1.93E-05,0.00072380865,5.79E-06,-0.00072959904,1.32E-05,1.06E-07,-1.34E-05,8.75E-06,7.00E-08,-8.82E-06,8.75E-06,7.00E-08,-8.82E-06,1.07E-05,8.51E-08,-1.08E-05,9.14E-06,7.22E-08,-9.21E-06,-1.48E-06,-7.22E-08,0.0007297534,0.0007019661,0.00070205115,4.50E-09,0.00070205575,0.0001060946,-0.00010156839,0.00065610104,1.60E-05,1.93E-05,8.82E-06,1.32E-05,8.82E-06,-7.22E-08,-0.0021537347,0.0014518409
0.001387475506,14.328913,0.6482357,-0.0044577057,0.6570905,-2.55E-05,-13.526995,-0.6563957,-13.677232,-14.339663,-14.991226,-14.991226,15,-15,14.22915,8.011017,-14.231234,-14.903287,7.533561,6.771776,-14.20142,-14.967173,7.2452784,7.2288485,7.2288494,0.64956504,2.08E-08,-2.58E-08,5.07E-09,-0.00067595753,-2.70E-05,0.00070295675,-0.0006757252,-2.70E-05,0.00070275425,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.81E-06,-3.55E-07,9.17E-06,-1.05E-05,-4.21E-07,1.09E-05,-8.07E-11,2.12E-11,5.95E-11,0.00065197755,5.20E-06,-0.000657181,2.40E-12,-1.17E-12,-1.23E-12,2.10E-05,1.77E-07,-2.12E-05,0.0006513355,5.22E-06,-0.0006565548,0.0005662226,4.53E-06,-0.0005707524,1.92E-05,1.54E-07,-1.93E-05,0.00072380854,5.79E-06,-0.00072959904,1.32E-05,1.06E-07,-1.33E-05,8.70E-06,6.96E-08,-8.77E-06,8.70E-06,6.96E-08,-8.77E-06,1.08E-05,8.54E-08,-1.09E-05,9.09E-06,7.18E-08,-9.17E-06,-1.57E-06,-7.18E-08,0.0007297534,0.00065709045,0.00065717584,5.07E-09,0.00065718096,0.00010610112,-0.00010157134,0.0006565548,1.60E-05,1.93E-05,8.77E-06,1.32E-05,8.77E-06,-7.18E-08,-0.0021092198,0.0014522012
0.001397241131,14.328914,0.60043967,-0.0521316,0.60974085,-0.047475915,-13.526944,-0.7039472,-13.677406,-14.3398285,-14.991268,-14.991268,15,-15,14.22915,7.486859,-14.231234,-14.903287,7.0093737,6.247566,-14.201376,-14.967149,6.7232523,6.708006,6.708007,0.60172015,2.16E-08,-2.74E-08,5.77E-09,-0.00067596463,-2.70E-05,0.00070296304,-0.000675726,-2.70E-05,0.000702755,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.77E-06,-3.54E-07,9.12E-06,-1.05E-05,-4.23E-07,1.09E-05,-9.10E-11,2.85E-11,6.25E-11,0.0006050052,4.83E-06,-0.00060983247,2.42E-12,-1.16E-12,-1.26E-12,2.10E-05,1.77E-07,-2.12E-05,0.0006517974,5.22E-06,-0.00065702095,0.0005666808,4.53E-06,-0.00057121424,1.92E-05,1.54E-07,-1.93E-05,0.00072380854,5.79E-06,-0.000729599,1.32E-05,1.06E-07,-1.33E-05,8.66E-06,6.93E-08,-8.73E-06,8.66E-06,6.93E-08,-8.73E-06,1.08E-05,8.57E-08,-1.09E-05,9.05E-06,7.14E-08,-9.12E-06,-1.65E-06,-7.14E-08,0.0007297534,0.0006097409,0.00060982653,5.77E-09,0.0006098324,0.00010610782,-0.00010157438,0.000657021,1.60E-05,1.93E-05,8.73E-06,1.32E-05,8.73E-06,-7.14E-08,-0.0020622495,0.0014525801
0.001407006756,14.328915,0.5503807,-0.102076925,0.56009567,-0.09721414,-13.526893,-0.7537787,-13.6775675,-14.339983,-14.991307,-14.991307,15,-15,14.22915,6.937118,-14.231234,-14.903288,6.4596024,5.697771,-14.201332,-14.967125,6.1759167,6.161912,6.161912,0.55161047,2.23E-08,-2.89E-08,6.66E-09,-0.0006759704,-2.70E-05,0.0007029682,-0.00067572657,-2.70E-05,0.00070275564,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.73E-06,-3.52E-07,9.08E-06,-1.05E-05,-4.24E-07,1.10E-05,-1.03E-10,3.77E-11,6.53E-11,0.00055575545,4.43E-06,-0.00056018843,2.44E-12,-1.15E-12,-1.29E-12,2.10E-05,1.78E-07,-2.12E-05,0.00065227,5.23E-06,-0.00065749785,0.0005671496,4.54E-06,-0.0005716868,1.92E-05,1.54E-07,-1.93E-05,0.0007238085,5.79E-06,-0.0007295989,1.32E-05,1.06E-07,-1.33E-05,8.62E-06,6.90E-08,-8.69E-06,8.62E-06,6.90E-08,-8.69E-06,1.09E-05,8.59E-08,-1.10E-05,9.01E-06,7.11E-08,-9.08E-06,-1.73E-06,-7.11E-08,0.0007297534,0.0005600957,0.0005601816,6.66E-09,0.0005601884,0.000106114676,-0.000101577476,0.00065749785,1.60E-05,1.93E-05,8.69E-06,1.32E-05,8.69E-06,-7.11E-08,-0.0020130011,0.0014529765
0.001416772381,14.328915,0.49824727,-0.15410574,0.5083419,-0.1490529,-13.52684,-0.80570275,-13.677715,-14.340125,-14.991343,-14.991343,15,-15,14.22915,6.3638067,-14.231234,-14.903288,5.886259,5.1244044,-14.201286,-14.9671,5.6053343,5.5926228,5.592623,0.49942467,2.26E-08,-3.04E-08,7.80E-09,-0.000675975,-2.70E-05,0.0007029723,-0.0006757271,-2.70E-05,0.00070275617,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.69E-06,-3.51E-07,9.05E-06,-1.06E-05,-4.26E-07,1.10E-05,-1.18E-10,4.96E-11,6.79E-11,0.0005044141,4.02E-06,-0.0005084361,2.45E-12,-1.15E-12,-1.31E-12,2.10E-05,1.79E-07,-2.12E-05,0.0006527516,5.23E-06,-0.0006579838,0.0005676275,4.54E-06,-0.0005721685,1.92E-05,1.55E-07,-1.93E-05,0.0007238084,5.79E-06,-0.0007295989,1.32E-05,1.06E-07,-1.33E-05,8.59E-06,6.87E-08,-8.66E-06,8.59E-06,6.87E-08,-8.66E-06,1.09E-05,8.62E-08,-1.10E-05,8.97E-06,7.07E-08,-9.05E-06,-1.80E-06,-7.07E-08,0.0007297534,0.00050834194,0.0005084281,7.79E-09,0.000508436,0.00010612166,-0.000101580634,0.0006579838,1.60E-05,1.93E-05,8.66E-06,1.32E-05,8.66E-06,-7.07E-08,-0.00196166,0.001453389
0.001426538006,14.328916,0.44423556,-0.20802222,0.45467472,-0.20279697,-13.526788,-0.8595239,-13.677851,-14.340254,-14.991375,-14.991375,15,-15,14.22915,5.7690067,-14.231234,-14.903288,5.2914276,4.5295486,-14.20124,-14.967075,5.013655,5.0022855,5.002286,0.4453591,2.26E-08,-3.18E-08,9.28E-09,-0.0006759785,-2.70E-05,0.0007029753,-0.00067572744,-2.70E-05,0.0007027565,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.66E-06,-3.50E-07,9.01E-06,-1.06E-05,-4.27E-07,1.10E-05,-1.35E-10,6.51E-11,7.02E-11,0.00045117477,3.60E-06,-0.00045477063,2.46E-12,-1.14E-12,-1.32E-12,2.10E-05,1.79E-07,-2.12E-05,0.0006532406,5.24E-06,-0.0006584772,0.00056811277,4.54E-06,-0.0005726577,1.92E-05,1.55E-07,-1.93E-05,0.0007238084,5.79E-06,-0.00072959886,1.32E-05,1.06E-07,-1.33E-05,8.56E-06,6.84E-08,-8.63E-06,8.56E-06,6.84E-08,-8.63E-06,1.09E-05,8.64E-08,-1.10E-05,8.94E-06,7.05E-08,-9.01E-06,-1.86E-06,-7.05E-08,0.0007297534,0.0004546747,0.00045476112,9.28E-09,0.00045477046,0.00010612875,-0.00010158384,0.0006584772,1.60E-05,1.93E-05,8.63E-06,1.32E-05,8.63E-06,-7.05E-08,-0.0019084206,0.0014538162
0.001436303631,14.328916,0.3885489,-0.2636234,0.39929658,-0.2582437,-13.526734,-0.9150394,-13.677971,-14.34037,-14.991404,-14.991404,15,-15,14.22915,5.154853,-14.231234,-14.903288,4.6772413,3.915338,-14.201193,-14.967051,4.4031134,4.393128,4.3931284,0.38961735,2.19E-08,-3.32E-08,1.13E-08,-0.0006759809,-2.70E-05,0.0007029775,-0.0006757277,-2.70E-05,0.0007027568,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.63E-06,-3.49E-07,8.98E-06,-1.06E-05,-4.28E-07,1.11E-05,-1.58E-10,8.57E-11,7.22E-11,0.00039623858,3.16E-06,-0.00039939475,2.47E-12,-1.13E-12,-1.34E-12,2.10E-05,1.80E-07,-2.12E-05,0.0006537354,5.24E-06,-0.0006589764,0.00056860386,4.55E-06,-0.0005731527,1.92E-05,1.55E-07,-1.93E-05,0.00072380836,5.79E-06,-0.0007295988,1.32E-05,1.06E-07,-1.33E-05,8.53E-06,6.82E-08,-8.60E-06,8.53E-06,6.82E-08,-8.60E-06,1.10E-05,8.66E-08,-1.11E-05,8.91E-06,7.02E-08,-8.98E-06,-1.91E-06,-7.02E-08,0.0007297534,0.00039929655,0.0003993832,1.13E-08,0.00039939454,0.000106135914,-0.00010158708,0.0006589763,1.60E-05,1.93E-05,8.60E-06,1.32E-05,8.60E-06,-7.02E-08,-0.0018534834,0.0014542569
0.001455834881,14.328917,0.27299455,-0.3790361,0.28425154,-0.3734015,-13.526627,-1.0303103,-13.678171,-14.340561,-14.991451,-14.991451,15,-15,14.22915,3.8770998,-14.231234,-14.903288,3.399423,2.6374707,-14.201098,-14.967001,3.1347454,3.1276355,3.1276364,0.27394986,1.76E-08,-3.59E-08,1.83E-08,-0.0006759828,-2.70E-05,0.0007029792,-0.0006757279,-2.70E-05,0.000702757,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.59E-06,-3.47E-07,8.93E-06,-1.07E-05,-4.30E-07,1.11E-05,-2.31E-10,1.56E-10,7.54E-11,0.00028211458,2.24E-06,-0.00028435746,2.48E-12,-1.13E-12,-1.35E-12,2.10E-05,1.80E-07,-2.12E-05,0.0006547362,5.25E-06,-0.00065998593,0.00056959724,4.56E-06,-0.00057415396,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.0007295988,1.32E-05,1.06E-07,-1.33E-05,8.48E-06,6.78E-08,-8.55E-06,8.48E-06,6.78E-08,-8.55E-06,1.10E-05,8.70E-08,-1.11E-05,8.86E-06,6.98E-08,-8.93E-06,-2.01E-06,-6.98E-08,0.0007297534,0.00028425152,0.0002843385,1.83E-08,0.00028435688,0.00010615041,-0.00010159363,0.0006599859,1.60E-05,1.93E-05,8.55E-06,1.32E-05,8.55E-06,-6.98E-08,-0.0017393557,0.0014551736
0.001465600506,14.328917,0.21356185,-0.43841183,0.22502327,-0.43267485,-13.526571,-1.0896289,-13.678252,-14.340638,-14.99147,-14.99147,15,-15,14.22915,3.2176664,-14.231234,-14.903288,2.7399569,1.9779799,-14.201051,-14.966975,2.4817555,2.4761257,2.4761271,0.21445948,1.21E-08,-3.73E-08,2.52E-08,-0.00067598256,-2.70E-05,0.00070297904,-0.00067572785,-2.70E-05,0.000702757,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.57E-06,-3.46E-07,8.91E-06,-1.07E-05,-4.31E-07,1.11E-05,-2.98E-10,2.21E-10,7.66E-11,0.00022336404,1.77E-06,-0.00022513678,2.48E-12,-1.12E-12,-1.36E-12,2.11E-05,1.81E-07,-2.12E-05,0.0006552398,5.25E-06,-0.00066049397,0.0005700971,4.56E-06,-0.00057465787,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.46E-06,6.77E-08,-8.53E-06,8.46E-06,6.77E-08,-8.53E-06,1.10E-05,8.71E-08,-1.11E-05,8.84E-06,6.96E-08,-8.91E-06,-2.04E-06,-6.96E-08,0.0007297534,0.00022502328,0.00022511037,2.51E-08,0.00022513556,0.0001061577,-0.00010159692,0.0006604938,1.60E-05,1.93E-05,8.53E-06,1.32E-05,8.53E-06,-6.96E-08,-0.0016806028,0.0014556481
0.001475366131,14.328917,0.15332252,-0.4986002,0.16496645,-0.49277192,-13.526518,-1.1497663,-13.678325,-14.340706,-14.9914875,-14.9914875,15,-15,14.22915,2.5468297,-14.231234,-14.903288,2.0690873,1.3070854,-14.201003,-14.966949,1.8196305,1.8155012,1.8155032,0.1541619,6.82E-10,-3.90E-08,3.83E-08,-0.000675982,-2.70E-05,0.00070297846,-0.0006757278,-2.70E-05,0.0007027569,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.55E-06,-3.46E-07,8.90E-06,-1.07E-05,-4.32E-07,1.11E-05,-4.20E-10,3.43E-10,7.74E-11,0.00016379758,1.30E-06,-0.00016509356,2.49E-12,-1.12E-12,-1.37E-12,2.11E-05,1.81E-07,-2.12E-05,0.00065574585,5.26E-06,-0.00066100445,0.0005705991,4.56E-06,-0.00057516387,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.44E-06,6.75E-08,-8.51E-06,8.44E-06,6.76E-08,-8.51E-06,1.10E-05,8.72E-08,-1.11E-05,8.83E-06,6.94E-08,-8.90E-06,-2.08E-06,-6.94E-08,0.0007297534,0.00016496646,0.00016505367,3.82E-08,0.00016509196,0.00010616502,-0.00010160023,0.0006610042,1.60E-05,1.93E-05,8.51E-06,1.32E-05,8.51E-06,-6.94E-08,-0.0016210338,0.0014561355
0.001485131756,14.328917,0.09250361,-0.5593631,0.10434844,-0.55343425,-13.526463,-1.2104732,-13.678404,-14.340782,-14.991507,-14.991507,15,-15,14.22915,1.8647056,-14.231234,-14.903288,1.3869296,0.6249027,-14.200954,-14.966924,1.1513193,1.1487026,1.1487064,0.09328411,-3.44E-08,-4.19E-08,7.63E-08,-0.00067598186,-2.70E-05,0.0007029784,-0.0006757278,-2.70E-05,0.0007027569,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.53E-06,-3.45E-07,8.88E-06,-1.07E-05,-4.33E-07,1.12E-05,-7.19E-10,6.41E-10,7.79E-11,0.00010369913,8.15E-07,-0.00010451372,2.52E-12,-1.12E-12,-1.41E-12,2.11E-05,1.82E-07,-2.12E-05,0.00065626163,5.26E-06,-0.0006615247,0.00057110953,4.57E-06,-0.0005756784,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.43E-06,6.74E-08,-8.49E-06,8.43E-06,6.74E-08,-8.49E-06,1.11E-05,8.74E-08,-1.12E-05,8.81E-06,6.93E-08,-8.88E-06,-2.11E-06,-6.93E-08,0.0007297534,0.000104348444,0.00010443581,7.61E-08,0.00010451194,0.000106172454,-0.00010160358,0.00066152454,1.60E-05,1.93E-05,8.49E-06,1.32E-05,8.49E-06,-6.93E-08,-0.0015609332,0.0014566531
0.001494897381,14.328917,0.03134254,-0.62036514,0.043756995,-0.6141512,-13.526396,-1.2713158,-13.678627,-14.340995,-14.991558,-14.991558,15,-15,14.22915,1.1642972,-14.231234,-14.903288,0.6864827,-0.07557303,-14.200897,-14.966892,0.48331383,0.48218012,0.48220518,0.032055207,-4.39E-07,-6.26E-08,5.02E-07,-0.0006759906,-2.70E-05,0.0007029862,-0.0006757287,-2.70E-05,0.00070275785,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.48E-06,-3.43E-07,8.82E-06,-1.08E-05,-4.35E-07,1.12E-05,-2.47E-09,2.39E-09,7.54E-11,4.40E-05,3.33E-07,-4.44E-05,3.05E-12,-1.07E-12,-1.99E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006568713,5.27E-06,-0.0006621402,0.000571696,4.57E-06,-0.0005762696,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.37E-06,6.69E-08,-8.44E-06,8.37E-06,6.70E-08,-8.44E-06,1.11E-05,8.78E-08,-1.12E-05,8.75E-06,6.88E-08,-8.82E-06,-2.22E-06,-6.88E-08,0.0007297534,4.38E-05,4.38E-05,5.02E-07,4.43E-05,0.000106180996,-0.00010160744,0.00066214,1.60E-05,1.93E-05,8.44E-06,1.32E-05,8.44E-06,-6.88E-08,-0.0015012547,0.0014575658
0.001501456734,14.328917,-0.009829167,-0.6613619,0.0032099278,-0.6548352,-13.526311,-1.3121371,-13.678872,-14.34123,-14.991616,-14.991616,15,-15,14.22915,0.66843754,-14.231234,-14.903288,0.19059953,-0.57147384,-14.200823,-14.966853,0.036561873,0.03561758,0.03619214,-0.009152803,-1.10E-05,-4.89E-07,1.15E-05,-0.000676002,-2.70E-05,0.0007029963,-0.00067572994,-2.70E-05,0.00070275913,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.42E-06,-3.41E-07,8.76E-06,-1.08E-05,-4.37E-07,1.13E-05,-4.01E-09,3.96E-09,4.46E-11,1.47E-05,9.55E-08,-1.48E-05,4.48E-12,-6.11E-13,-3.87E-12,2.11E-05,1.84E-07,-2.13E-05,0.00065765437,5.28E-06,-0.00066293037,0.00057205465,4.58E-06,-0.0005766311,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.32E-06,6.65E-08,-8.38E-06,8.32E-06,6.65E-08,-8.38E-06,1.12E-05,8.83E-08,-1.13E-05,8.70E-06,6.83E-08,-8.76E-06,-2.33E-06,-6.83E-08,0.0007297534,3.21E-06,3.30E-06,1.15E-05,1.48E-05,0.00010618623,-0.00010160979,0.00066293025,1.60E-05,1.93E-05,8.38E-06,1.32E-05,8.38E-06,-6.83E-08,-0.0014719425,0.0014688005
0.00150987081,14.3289175,-0.06264417,-0.71418834,-0.04964959,-0.707684,-13.526144,-1.3649752,-13.678856,-14.341215,-14.991612,-14.991612,15,-15,14.22915,0.008702639,-14.231234,-14.903288,-0.46914124,-1.231219,-14.200675,-14.966774,-0.5452401,-0.5477901,-0.54526407,-0.061980374,-4.85E-05,-1.99E-06,5.05E-05,-0.00067599653,-2.70E-05,0.0007029914,-0.00067572936,-2.70E-05,0.00070275855,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.43E-06,-3.41E-07,8.77E-06,-1.08E-05,-4.37E-07,1.13E-05,-2.50E-09,2.49E-09,1.99E-12,9.74E-07,-1.09E-08,-9.63E-07,4.89E-12,-7.03E-14,-4.82E-12,2.11E-05,1.84E-07,-2.13E-05,0.0006592299,5.29E-06,-0.0006645186,0.00057214434,4.58E-06,-0.0005767215,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.32E-06,6.66E-08,-8.39E-06,8.32E-06,6.66E-08,-8.39E-06,1.12E-05,8.81E-08,-1.13E-05,8.70E-06,6.85E-08,-8.77E-06,-2.32E-06,-6.85E-08,0.0007297534,-4.96E-05,-4.96E-05,5.05E-05,9.60E-07,0.00010618753,-0.00010161038,0.0006645186,1.60E-05,1.93E-05,8.39E-06,1.32E-05,8.39E-06,-6.85E-08,-0.0014582116,0.0015079296
0.001514491115,14.3289175,-0.091591746,-0.74331343,-0.07923051,-0.7371261,-13.526044,-1.394278,-13.678607,-14.340977,-14.991554,-14.991554,15,-15,14.22915,-0.34202763,-14.231234,-14.903288,-0.81986314,-1.5819347,-14.200585,-14.966726,-0.8706569,-0.87461984,-0.8706588,-0.090924606,-7.61E-05,-3.09E-06,7.92E-05,-0.0006759795,-2.70E-05,0.00070297625,-0.00067572756,-2.70E-05,0.0007027567,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.48E-06,-3.43E-07,8.83E-06,-1.08E-05,-4.35E-07,1.12E-05,-1.10E-09,1.10E-09,-7.35E-14,9.34E-08,-1.46E-08,-7.88E-08,5.22E-12,7.53E-15,-5.23E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006601908,5.30E-06,-0.0006654867,0.0005720162,4.58E-06,-0.00057659234,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.38E-06,6.71E-08,-8.45E-06,8.38E-06,6.71E-08,-8.45E-06,1.11E-05,8.77E-08,-1.12E-05,8.76E-06,6.89E-08,-8.83E-06,-2.21E-06,-6.89E-08,0.0007297534,-7.92E-05,-7.91E-05,7.92E-05,7.77E-08,0.00010618567,-0.00010160954,0.00066548673,1.60E-05,1.93E-05,8.45E-06,1.32E-05,8.45E-06,-6.89E-08,-0.00145732,0.0015366195
